"Cod judet","Denumire judet","Tipul UAT
11 = CJ = Consiliu judetean
12 = M = Municipiu
13 = O  =  Oras
14 = C  = Comuna
15 = B  =  Primaria M. Buc.
16 = S  =  Primaria de sector al M. Buc.",,"Codul SIRUTA al UNITATILOR ADMINISTRATIV-TERITORIALE","DENUMIREA UNITĂŢILOR
ADMINISTRATIV-TERITORIALE",
,,,,,,
,,,,,,
,,"Cod","Nume",,,
"a","b","c","d","e","f","g"
20,"GORJ",14,"C",80908,"MUSETESTI",
20,"GORJ",14,"C",80980,"NEGOMIR",
20,"GORJ",14,"C",81095,"PADES",
20,"GORJ",14,"C",81184,"PESTISANI",
20,"GORJ",14,"C",81380,"POLOVRAGI",
20,"GORJ",14,"C",81264,"PLOPSORU",
20,"GORJ",14,"C",81415,"PRIGORIA",
20,"GORJ",14,"C",81497,"ROSIA DE AMARADIA",
20,"GORJ",14,"C",81576,"RUNCU",
20,"GORJ",14,"C",81656,"SAMARINESTI",
20,"GORJ",14,"C",81754,"SACELU",
20,"GORJ",14,"C",81816,"SAULESTI",
20,"GORJ",14,"C",81861,"SCOARTA",
20,"GORJ",14,"C",81987,"SCHELA",
20,"GORJ",14,"C",82047,"SLIVILESTI",
20,"GORJ",14,"C",82136,"STANESTI",
20,"GORJ",14,"C",82243,"STEJARI",
20,"GORJ",14,"C",82314,"STOINA",
20,"GORJ",14,"C",82396,"TELESTI",
20,"GORJ",14,"C",82555,"TURBUREA",
20,"GORJ",14,"C",82680,"TINTARENI",
20,"GORJ",14,"C",82733,"URDARI",
20,"GORJ",14,"C",82779,"VAGIULESTI",
20,"GORJ",14,"C",82831,"VLADIMIR",
20,"GORJ",14,"C",77910,"BALESTI",
20,"GORJ",14,"C",78089,"TURCINESTI",
21,"HARGHITA",11,"CJ",190,"CONSILIUL JUDETEAN",
21,"HARGHITA",12,"M",83320,"Miercurea-Ciuc",
21,"HARGHITA",12,"M",83133,"Odorheiu-Secuiesc",
21,"HARGHITA",12,"M",83632,"Topliţa",
21,"HARGHITA",12,"M",83561,"Gheorgheni",
21,"HARGHITA",13,"O",83428,"Băile-Tuşnad",
21,"HARGHITA",13,"O",83464,"Bălan",
21,"HARGHITA",13,"O",83491,"Borsec",
21,"HARGHITA",13,"O",83525,"Cristuru-Secuiesc",
21,"HARGHITA",13,"O",83749,"Vlăhiţa",
21,"HARGHITA",14,"C",83785,"Atid",
21,"HARGHITA",14,"C",83847,"Avrămeşti",
21,"HARGHITA",14,"C",83936,"Bilbor",
21,"HARGHITA",14,"C",83151,"Brădeşti",
21,"HARGHITA",14,"C",83963,"Căpâlniţa",
21,"HARGHITA",14,"C",86461,"Ciceu",
21,"HARGHITA",14,"C",83981,"Ciucsângeorgiu",
21,"HARGHITA",14,"C",84086,"Ciumani",
21,"HARGHITA",14,"C",84102,"Cârţa",
21,"HARGHITA",14,"C",84148,"Corbu",
21,"HARGHITA",14,"C",84175,"Corund",
21,"HARGHITA",14,"C",86446,"Cozmeni",
21,"HARGHITA",14,"C",84237,"Dăneşti",
21,"HARGHITA",14,"C",84264,"Dealu",
21,"HARGHITA",14,"C",84344,"Ditrău",
21,"HARGHITA",14,"C",84380,"Dârjiu",
21,"HARGHITA",14,"C",83197,"Feliceni",
21,"HARGHITA",14,"C",84415,"Frumoasa",
21,"HARGHITA",14,"C",84460,"Gălăuţaş",
21,"HARGHITA",14,"C",84558,"Joseni",
21,"HARGHITA",14,"C",84594,"Lăzarea",
21,"HARGHITA",14,"C",86479,"Leliceni",
21,"HARGHITA",14,"C",84629,"Lueta",
21,"HARGHITA",14,"C",84656,"Lunca de Jos",
21,"HARGHITA",14,"C",84754,"Lunca de Sus",
21,"HARGHITA",14,"C",84825,"Lupeni",
21,"HARGHITA",14,"C",86438,"Mădăraş",
21,"HARGHITA",14,"C",84923,"Mărtiniş",
21,"HARGHITA",14,"C",85056,"Mereşti",
21,"HARGHITA",14,"C",85074,"Mihăileni",
21,"HARGHITA",14,"C",85127,"Mugeni",
21,"HARGHITA",14,"C",85243,"Ocland",
21,"HARGHITA",14,"C",83375,"Păuleni-Ciuc",
21,"HARGHITA",14,"C",85289,"Plăieşii de Jos",
21,"HARGHITA",14,"C",86487,"Porumbeni",
21,"HARGHITA",14,"C",85341,"Praid",
21,"HARGHITA",14,"C",86495,"Racu",
21,"HARGHITA",14,"C",85412,"Remetea",
21,"HARGHITA",14,"C",86501,"Satu-Mare",
21,"HARGHITA",14,"C",85467,"Săcel",
21,"HARGHITA",14,"C",85528,"Sărmaş",
21,"HARGHITA",14,"C",85582,"Secuieni",
21,"HARGHITA",14,"C",85626,"Siculeni",
21,"HARGHITA",14,"C",85680,"Sâncrăieni",
21,"HARGHITA",14,"C",85760,"Sândominic",
21,"HARGHITA",14,"C",85788,"Sânmartin",
21,"HARGHITA",14,"C",85840,"Sânsimion",
21,"HARGHITA",14,"C",86519,"Sântimbru",
21,"HARGHITA",14,"C",85877,"Subcetate",
21,"HARGHITA",14,"C",85920,"Suseni",
21,"HARGHITA",14,"C",85984,"Şimoneşti",
21,"HARGHITA",14,"C",86453,"Tomeşti",
21,"HARGHITA",14,"C",86133,"Tulgheş",
21,"HARGHITA",14,"C",86188,"Tuşnad",
21,"HARGHITA",14,"C",86222,"Ulieş",
21,"HARGHITA",14,"C",86311,"Vărşag",
21,"HARGHITA",14,"C",86339,"Voşlobeni",
21,"HARGHITA",14,"C",86366,"Zetea",
22,"HUNEDOARA",11,"CJ",207,"CONSILIUL JUDETEAN",
22,"HUNEDOARA",12,"M",86687,"DEVA",
22,"HUNEDOARA",12,"M",87291,"BRAD",
22,"HUNEDOARA",12,"M",86810,"HUNEDOARA",
22,"HUNEDOARA",12,"M",87059,"LUPENI",
22,"HUNEDOARA",12,"M",87638,"ORASTIE",
22,"HUNEDOARA",12,"M",86990,"PETROSANI",
22,"HUNEDOARA",12,"M",87175,"VULCAN",
22,"HUNEDOARA",13,"O",87219,"ANINOASA",
22,"HUNEDOARA",13,"O",87424,"CALAN",
22,"HUNEDOARA",13,"O",89561,"GEOAGIU",
22,"HUNEDOARA",13,"O",87576,"HATEG",
22,"HUNEDOARA",13,"O",87077,"PETRILA",
22,"HUNEDOARA",13,"O",87665,"SIMERIA",
22,"HUNEDOARA",13,"O",87139,"URICANI",
22,"HUNEDOARA",14,"C",87745,"BAIA DE CRIS",
22,"HUNEDOARA",14,"C",87843,"BALSA",
22,"HUNEDOARA",14,"C",87996,"BARU MARE",
22,"HUNEDOARA",14,"C",88047,"BACIA",
22,"HUNEDOARA",14,"C",88092,"BAITA",
22,"HUNEDOARA",14,"C",87246,"BANITA",
22,"HUNEDOARA",14,"C",88216,"BATRANA",
22,"HUNEDOARA",14,"C",88261,"BERIU",
22,"HUNEDOARA",14,"C",88350,"BLAJENI",
22,"HUNEDOARA",14,"C",88449,"BOSOROD",
22,"HUNEDOARA",14,"C",88546,"BRANISCA",
22,"HUNEDOARA",14,"C",88644,"BRETEA ROMANA",
22,"HUNEDOARA",14,"C",88788,"BUCES",
22,"HUNEDOARA",14,"C",88868,"BUCURESCI",
22,"HUNEDOARA",14,"C",88920,"BULZESTI",
22,"HUNEDOARA",14,"C",89026,"BUNILA",
22,"HUNEDOARA",14,"C",89080,"BURJUC",
22,"HUNEDOARA",14,"C",89151,"CERBAL",
22,"HUNEDOARA",14,"C",89240,"CERTEJUL DE SUS",
22,"HUNEDOARA",14,"C",86749,"CARJITI",
22,"HUNEDOARA",14,"C",87362,"CRISCIOR",
22,"HUNEDOARA",14,"C",89348,"DENSUS",
22,"HUNEDOARA",14,"C",89428,"DOBRA",
22,"HUNEDOARA",14,"C",91731,"GENERAL BERTHELOT",
22,"HUNEDOARA",14,"C",86883,"GHELARI",
22,"HUNEDOARA",14,"C",89687,"GURASADA",
22,"HUNEDOARA",14,"C",89801,"HARAU",
22,"HUNEDOARA",14,"C",89856,"ILIA",
22,"HUNEDOARA",14,"C",89954,"LAPUGIU DE SUS",
22,"HUNEDOARA",14,"C",90066,"LELESE",
22,"HUNEDOARA",14,"C",90119,"LUNCA CERNII",
22,"HUNEDOARA",14,"C",90208,"LUNCOIUL DE JOS",
22,"HUNEDOARA",14,"C",90262,"MARTINESTI",
22,"HUNEDOARA",14,"C",90342,"ORASTIOARA DE SUS",
22,"HUNEDOARA",14,"C",90431,"PESTISU MIC",
22,"HUNEDOARA",14,"C",90538,"PUI",
22,"HUNEDOARA",14,"C",90663,"RAPOLTU MARE",
22,"HUNEDOARA",14,"C",90725,"RACHITOVA",
22,"HUNEDOARA",14,"C",90805,"RIBITA",
22,"HUNEDOARA",14,"C",90878,"RIU DE MORI",
22,"HUNEDOARA",14,"C",90994,"ROMOS",
22,"HUNEDOARA",14,"C",91054,"SARMISEGETUSA",
22,"HUNEDOARA",14,"C",91116,"SALASU DE SUS",
22,"HUNEDOARA",14,"C",91232,"SINTAMARIA ORLEA",
22,"HUNEDOARA",14,"C",91330,"SOIMUS",
22,"HUNEDOARA",14,"C",86936,"TELIUC",
22,"HUNEDOARA",14,"C",91447,"TOMESTI",
22,"HUNEDOARA",14,"C",91535,"TOPLITA",
22,"HUNEDOARA",14,"C",91624,"TOTESTI",
22,"HUNEDOARA",14,"C",91688,"TURDAS",
22,"HUNEDOARA",14,"C",91795,"VATA DE JOS",
22,"HUNEDOARA",14,"C",91937,"VALISOARA",
22,"HUNEDOARA",14,"C",91982,"VETEL",
22,"HUNEDOARA",14,"C",92097,"VORTA",
22,"HUNEDOARA",14,"C",92177,"ZAM",
23,"IALOMITA",11,"CJ",216,"CONSILIUL JUDETEAN",
23,"IALOMITA",12,"M",92658,"MUN. SLOBOZIA",
23,"IALOMITA",12,"M",100683,"MUN. URZICENI",
23,"IALOMITA",12,"M",92701,"MUN. FETESTI",
23,"IALOMITA",13,"O",92765,"ORAS TANDAREI",
23,"IALOMITA",13,"O",92836,"ORAS AMARA",
23,"IALOMITA",13,"O",102749,"ORAS FIERBINTI TARG",
23,"IALOMITA",13,"O",93067,"ORAS CAZANESTI",
23,"IALOMITA",14,"C",100754,"ADANCATA",
23,"IALOMITA",14,"C",92783,"ALBESTI",
23,"IALOMITA",14,"C",100852,"ALEXENI",
23,"IALOMITA",14,"C",179793,"BUIESTI",
23,"IALOMITA",14,"C",92872,"ANDRASESTI",
23,"IALOMITA",14,"C",100870,"ARMASESTI",
23,"IALOMITA",14,"C",100923,"AXINTELE",
23,"IALOMITA",14,"C",92907,"BALACIU",
23,"IALOMITA",14,"C",101056,"BARCANESTI",
23,"IALOMITA",14,"C",92989,"BORDUSANI",
23,"IALOMITA",14,"C",101243,"BRAZII",
23,"IALOMITA",14,"C",93021,"BUCU",
23,"IALOMITA",14,"C",179971,"COLELIA",
23,"IALOMITA",14,"C",100709,"CIOCARLIA",
23,"IALOMITA",14,"C",93101,"CIOCHINA",
23,"IALOMITA",14,"C",93156,"CIULNITA",
23,"IALOMITA",14,"C",93209,"COCORA",
23,"IALOMITA",14,"C",93236,"COSAMBESTI",
23,"IALOMITA",14,"C",102240,"COSERENI",
23,"IALOMITA",14,"C",102641,"DRAGOESTI",
23,"IALOMITA",14,"C",102703,"DRIDU",
23,"IALOMITA",14,"C",93575,"FACAENI",
23,"IALOMITA",14,"C",179800,"MAIA",
23,"IALOMITA",14,"C",93646,"GIURGENI",
23,"IALOMITA",14,"C",93600,"GHEORGHE DOJA",
23,"IALOMITA",14,"C",93628,"GHEORGHE LAZAR",
23,"IALOMITA",14,"C",103283,"GARBOVI",
23,"IALOMITA",14,"C",93717,"GRINDU",
23,"IALOMITA",14,"C",93735,"GRIVITA",
23,"IALOMITA",14,"C",103862,"ION ROATA",
23,"IALOMITA",14,"C",103960,"JILAVELE",
23,"IALOMITA",14,"C",100736,"MANASIA",
23,"IALOMITA",14,"C",94045,"MILOSESTI",
23,"IALOMITA",14,"C",93995,"M. KOGALN.",
23,"IALOMITA",14,"C",94081,"MOVILA",
23,"IALOMITA",14,"C",104270,"MOVILITA",
23,"IALOMITA",14,"C",94107,"M. BUZAU",
23,"IALOMITA",14,"C",94161,"PERIETI",
23,"IALOMITA",14,"C",94269,"REVIGA",
23,"IALOMITA",14,"C",94330,"SALCIOARA",
23,"IALOMITA",14,"C",94376,"SAVENI",
23,"IALOMITA",14,"C",94429,"SCANTEIA",
23,"IALOMITA",14,"C",94456,"SFANTUL GHEORGHE",
23,"IALOMITA",14,"C",105026,"SINESTI",
23,"IALOMITA",14,"C",94492,"STELNICA",
23,"IALOMITA",14,"C",94535,"SUDITI",
23,"IALOMITA",14,"C",94688,"VALEA CIORII",
23,"IALOMITA",14,"C",105794,"VALEA MACRISULUI",
23,"IALOMITA",14,"C",94795,"VLADENI",
23,"IALOMITA",14,"C",179702,"TRAIAN",
23,"IALOMITA",14,"C",179819,"OGRADA",
23,"IALOMITA",14,"C",179784,"BORANESTI",
23,"IALOMITA",14,"C",179828,"ROSIORI",
23,"IALOMITA",14,"C",179999,"MOLDOVENI",
23,"IALOMITA",14,"C",180019,"SARATENI",
23,"IALOMITA",14,"C",180000,"PLATONESTI",
23,"IALOMITA",14,"C",179980,"MARCULESTI",
23,"IALOMITA",14,"C",180046,"GURA IALOMITEI",
23,"IALOMITA",14,"C",180064,"BARBULESTI",
24,"IASI",11,"CJ",225,"CONSILIUL JUDETEAN",
24,"IASI",12,"M",95060,"MUNICIPIUL IASI",
24,"IASI",12,"M",95391,"MUNICIPIUL PASCANI",
24,"IASI",13,"O",95355,"ORAS HARLAU",
24,"IASI",13,"O",95471,"ORAS TARGU FRUMOS",
24,"IASI",13,"O",98373,"ORAS PODU ILOAIE",
24,"IASI",14,"C",95612,"Comuna ALEX. I. CUZA",
24,"IASI",14,"C",95667,"Comuna ANDRIESENI",
24,"IASI",14,"C",95747,"Comuna ARONEANU",
24,"IASI",14,"C",100273,"Comuna BALS",
24,"IASI",14,"C",95792,"Comuna BALTATI",
24,"IASI",14,"C",95872,"Comuna BELCESTI",
24,"IASI",14,"C",95943,"Comuna BIVOLARI",
24,"IASI",14,"C",95088,"Comuna BIRNOVA",
24,"IASI",14,"C",96003,"UNGHENI (FOST BOSIA)",
24,"IASI",14,"C",96058,"Comuna BRAESTI",
24,"IASI",14,"C",96110,"Comuna BUTEA",
24,"IASI",14,"C",96147,"Comuna CEPLENITA",
24,"IASI",14,"C",100362,"Comuna CIOHORANI",
24,"IASI",14,"C",96192,"Comuna CIORTESTI",
24,"IASI",14,"C",96254,"Comuna CIUREA",
24,"IASI",14,"C",96334,"Comuna COARNELE CAPREI",
24,"IASI",14,"C",96370,"Comuna COMARNA",
24,"IASI",14,"C",100282,"Comuna COSTESTI",
24,"IASI",14,"C",96423,"Comuna COSTULENI",
24,"IASI",14,"C",96478,"Comuna COTNARI",
24,"IASI",14,"C",96593,"Comuna COZMESTI",
24,"IASI",14,"C",96637,"Comuna CRISTESTI",
24,"IASI",14,"C",96664,"Comuna CUCUTENI",
24,"IASI",14,"C",96717,"Comuna DAGITA",
24,"IASI",14,"C",96815,"Comuna DELENI",
24,"IASI",14,"C",96888,"Comuna DOBROVAT",
24,"IASI",14,"C",96904,"Comuna DOLHESTI",
24,"IASI",14,"C",100308,"Comuna DRAGUSENI",
24,"IASI",14,"C",96940,"Comuna DUMESTI",
24,"IASI",14,"C",97009,"Comuna ERBICENI",
24,"IASI",14,"C",100317,"Comuna FANTANELE",
24,"IASI",14,"C",97063,"Comuna FOCURI",
24,"IASI",14,"C",97090,"Comuna GOLAESTI",
24,"IASI",14,"C",97189,"Comuna GORBAN",
24,"IASI",14,"C",97241,"Comuna GRAJDURI",
24,"IASI",14,"C",97321,"Comuna GROPNITA",
24,"IASI",14,"C",97394,"Comuna GROZESTI",
24,"IASI",14,"C",97438,"Comuna HALAUCESTI",
24,"IASI",14,"C",100326,"Comuna HARMANESTI",
24,"IASI",14,"C",97465,"Comuna HELESTENI",
24,"IASI",14,"C",95159,"Comuna HOLBOCA",
24,"IASI",14,"C",97517,"Comuna HORLESTI",
24,"IASI",14,"C",97553,"Comuna IPATELE",
24,"IASI",14,"C",97606,"Comuna LESPEZI",
24,"IASI",14,"C",97679,"Comuna LETCANI",
24,"IASI",14,"C",97722,"Comuna LUNGANI",
24,"IASI",14,"C",97777,"Comuna MADARJAC",
24,"IASI",14,"C",97811,"Comuna MIRCESTI",
24,"IASI",14,"C",97875,"Comuna MIRONEASA",
24,"IASI",14,"C",97919,"Comuna MIROSLAVA",
24,"IASI",14,"C",98051,"Comuna MIROSLOVESTI",
24,"IASI",14,"C",98113,"Comuna MOGOSESTI-IASI",
24,"IASI",14,"C",98168,"Comuna MOGOSESTI - SIRET",
24,"IASI",14,"C",98202,"Comuna MOSNA",
24,"IASI",14,"C",98220,"Comuna MOTCA",
24,"IASI",14,"C",98257,"Comuna MOVILENI",
24,"IASI",14,"C",98300,"Comuna OTELENI",
24,"IASI",14,"C",98337,"Comuna PLUGARI",
24,"IASI",14,"C",98435,"Comuna POPESTI",
24,"IASI",14,"C",98505,"Comuna POPRICANI",
24,"IASI",14,"C",98603,"Comuna PRISACANI",
24,"IASI",14,"C",98649,"Comuna PROBOTA",
24,"IASI",14,"C",100335,"Comuna RACHITENI",
24,"IASI",14,"C",98685,"Comuna RADUCANENI",
24,"IASI",14,"C",95239,"Comuna REDIU",
24,"IASI",14,"C",98738,"Comuna ROMANESTI",
24,"IASI",14,"C",100344,"Comuna ROSCANI",
24,"IASI",14,"C",98774,"Comuna RUGINOASA",
24,"IASI",14,"C",98827,"Comuna SCHITU-DUCA",
24,"IASI",14,"C",98916,"Comuna SCINTEIA",
24,"IASI",14,"C",98998,"Comuna SCOBINTI",
24,"IASI",14,"C",99058,"Comuna SINESTI",
24,"IASI",14,"C",99101,"Comuna SIRETEL",
24,"IASI",14,"C",99165,"Comuna STOLNICENI-PRAJESCU",
24,"IASI",14,"C",99209,"Comuna STRUNGA",
24,"IASI",14,"C",99290,"Comuna SCHEIA",
24,"IASI",14,"C",99370,"Comuna SIPOTE",
24,"IASI",14,"C",99441,"Comuna TANSA",
24,"IASI",14,"C",99478,"Comuna TATARUSI",
24,"IASI",14,"C",95499,"ION NECULCE (FOST TIRGU FRUMOS)",
24,"IASI",14,"C",99539,"Comuna TODIRESTI",
24,"IASI",14,"C",95293,"Comuna TOMESTI",
24,"IASI",14,"C",99600,"Comuna TRIFESTI",
24,"IASI",14,"C",99673,"Comuna TIBANA",
24,"IASI",14,"C",99780,"Comuna TIBANESTI",
24,"IASI",14,"C",99879,"Comuna TIGANASI",
24,"IASI",14,"C",99922,"Comuna TUTORA",
24,"IASI",14,"C",100353,"Comuna VALEA LUPULUI",
24,"IASI",14,"C",99968,"Comuna VALEA-SEACA",
24,"IASI",14,"C",100004,"Comuna VICTORIA",
24,"IASI",14,"C",100086,"Comuna VINATORI",
24,"IASI",14,"C",100148,"Comuna VLADENI",
24,"IASI",14,"C",100219,"Comuna VOINESTI",
25,"ILFOV",11,"CJ",234,"CONSILIUL JUDETEAN",
25,"ILFOV",13,"O",179221,"BRAGADIRU",
25,"ILFOV",13,"O",100576,"BUFTEA",
25,"ILFOV",13,"O",179285,"CHITILA",
25,"ILFOV",13,"O",179409,"MAGURELE",
25,"ILFOV",13,"O",179481,"OTOPENI",
25,"ILFOV",13,"O",179515,"PANTELIMON",
25,"ILFOV",13,"O",179533,"POPESTI",
25,"ILFOV",13,"O",179551,"VOLUNTARI",
25,"ILFOV",14,"C",100834,"AFUMATI",
25,"ILFOV",14,"C",100969,"BALOTESTI",
25,"ILFOV",14,"C",101145,"BERCENI",
25,"ILFOV",14,"C",101298,"BRANESTI",
25,"ILFOV",14,"C",101742,"CERNICA",
25,"ILFOV",14,"C",179249,"CHIAJNA",
25,"ILFOV",14,"C",101902,"CIOLPANI",
25,"ILFOV",14,"C",101957,"CIOROGARLA",
25,"ILFOV",14,"C",102035,"CLINCENI",
25,"ILFOV",14,"C",102160,"CORBEANCA",
25,"ILFOV",14,"C",102213,"CORNETU",
25,"ILFOV",14,"C",179588,"COPACENI",
25,"ILFOV",14,"C",102473,"DASCALU",
25,"ILFOV",14,"C",102525,"DARASTI",
25,"ILFOV",14,"C",102543,"I DECEMBRIE",
25,"ILFOV",14,"C",179310,"DOBROESTI",
25,"ILFOV",14,"C",102570,"DOMNESTI",
25,"ILFOV",14,"C",102605,"DRAGOMIRESTI",
25,"ILFOV",14,"C",103130,"GANEASA",
25,"ILFOV",14,"C",179347,"GLINA",
25,"ILFOV",14,"C",103443,"GRADISTEA",
25,"ILFOV",14,"C",103513,"GRUIU",
25,"ILFOV",14,"C",179383,"JILAVA",
25,"ILFOV",14,"C",104243,"MOARA VLASIEI",
25,"ILFOV",14,"C",179463,"MOGOSOAIA",
25,"ILFOV",14,"C",104421,"NUCI",
25,"ILFOV",14,"C",104546,"PERIS",
25,"ILFOV",14,"C",104582,"PETRECHIOAIA",
25,"ILFOV",14,"C",105160,"SNAGOV",
25,"ILFOV",14,"C",105419,"STEFANESTI",
25,"ILFOV",14,"C",105570,"TUNARI",
25,"ILFOV",14,"C",105936,"VIDRA",
26,"MARAMURES",11,"CJ",243,"CONSILIUL JUDETEAN",
26,"MARAMURES",12,"M",106318,"BAIA MARE",
26,"MARAMURES",12,"M",106559,"SIGHETU MARMATIEI",
26,"MARAMURES",13,"O",106684,"BAIA SPRIE",
26,"MARAMURES",13,"O",106746,"BORSA",
26,"MARAMURES",13,"O",106782,"CAVNIC",
26,"MARAMURES",13,"O",108963,"SEINI",
26,"MARAMURES",13,"O",106817,"TARGU LAPUS",
26,"MARAMURES",13,"O",106979,"VISEU DE SUS",
26,"MARAMURES",13,"O",108017,"DRAGOMIRESTI",
26,"MARAMURES",13,"O",108892,"SALISTEA DE SUS",
26,"MARAMURES",13,"O",109176,"SOMCUTA MARE",
26,"MARAMURES",13,"O",109265,"ULMENI",
26,"MARAMURES",13,"O",106461,"TAUTII MAGHERAUS",
26,"MARAMURES",14,"C",107001,"ARDUSAT",
26,"MARAMURES",14,"C",107047,"ARINIS",
26,"MARAMURES",14,"C",107083,"ASUAJU DE SUS",
26,"MARAMURES",14,"C",107118,"BAITA DE SUB CODRU",
26,"MARAMURES",14,"C",107154,"BAIUT",
26,"MARAMURES",14,"C",107190,"BASESTI",
26,"MARAMURES",14,"C",107234,"BICAZ",
26,"MARAMURES",14,"C",107270,"BISTRA",
26,"MARAMURES",14,"C",107314,"BIRSANA",
26,"MARAMURES",14,"C",107350,"BOCICOIU MARE",
26,"MARAMURES",14,"C",107403,"BOGDAN VODA",
26,"MARAMURES",14,"C",107430,"BOIU MARE",
26,"MARAMURES",14,"C",107485,"BOTIZA",
26,"MARAMURES",14,"C",107519,"BUDESTI",
26,"MARAMURES",14,"C",107546,"CALINESTI",
26,"MARAMURES",14,"C",107582,"CERNESTI",
26,"MARAMURES",14,"C",107662,"CICARLAU",
26,"MARAMURES",14,"C",107715,"CAMPULUNG LA TISA",
26,"MARAMURES",14,"C",107733,"COPALNIC MANASTUR",
26,"MARAMURES",14,"C",107868,"COROIENI",
26,"MARAMURES",14,"C",107920,"CUPSENI",
26,"MARAMURES",14,"C",107975,"DESESTI",
26,"MARAMURES",14,"C",108035,"DUMBRAVITA",
26,"MARAMURES",14,"C",108106,"FARCASA",
26,"MARAMURES",14,"C",108151,"GIULESTI",
26,"MARAMURES",14,"C",108204,"IEUD",
26,"MARAMURES",14,"C",108222,"LAPUS",
26,"MARAMURES",14,"C",108240,"LEORDINA",
26,"MARAMURES",14,"C",108268,"MIRESU MARE",
26,"MARAMURES",14,"C",108348,"MOISEI",
26,"MARAMURES",14,"C",108366,"OARTA DE JOS",
26,"MARAMURES",14,"C",108400,"OCNA SUGATAG",
26,"MARAMURES",14,"C",108455,"PETROVA",
26,"MARAMURES",14,"C",108473,"POIENILE DE SUB MUNTE",
26,"MARAMURES",14,"C",108491,"REMETEA CHIOARULUI",
26,"MARAMURES",14,"C",108552,"REMETI",
26,"MARAMURES",14,"C",108598,"REPEDEA",
26,"MARAMURES",14,"C",108614,"RONA DE JOS",
26,"MARAMURES",14,"C",108632,"RONA DE SUS",
26,"MARAMURES",14,"C",108669,"ROZAVLEA",
26,"MARAMURES",14,"C",108696,"RUSCOVA",
26,"MARAMURES",14,"C",108712,"SATULUNG",
26,"MARAMURES",14,"C",108794,"SACALASENI",
26,"MARAMURES",14,"C",108874,"SACEL",
26,"MARAMURES",14,"C",108918,"SALSIG",
26,"MARAMURES",14,"C",108945,"SAPANTA",
26,"MARAMURES",14,"C",109005,"STRAMTURA",
26,"MARAMURES",14,"C",109041,"SUCIU DE SUS",
26,"MARAMURES",14,"C",109096,"SISESTI",
26,"MARAMURES",14,"C",109354,"VALEA CHIOARULUI",
26,"MARAMURES",14,"C",109425,"VIMA MICA",
26,"MARAMURES",14,"C",109504,"VISEU DE JOS",
26,"MARAMURES",14,"C",106363,"GROSI",
26,"MARAMURES",14,"C",106407,"RECEA",
26,"MARAMURES",14,"C",106620,"SARASAU",
26,"MARAMURES",14,"C",106648,"VADU IZEI",
26,"MARAMURES",14,"C",179604,"POIENILE IZEI",
26,"MARAMURES",14,"C",179613,"SIEU",
26,"MARAMURES",14,"C",179622,"GROSII TIBLESULUI",
26,"MARAMURES",14,"C",179837,"COAS",
26,"MARAMURES",14,"C",179846,"COLTAU",
26,"MARAMURES",14,"C",179855,"GARDANI",
26,"MARAMURES",14,"C",179864,"ONCESTI",
27,"MEHEDINTI",11,"CJ",252,"CONSILIUL JUDETEAN",
27,"MEHEDINTI",12,"M",109773,"MUNICIPIU DR.TR.SEVERIN",
27,"MEHEDINTI",12,"M",110063,"MUNICIPIU ORSOVA",
27,"MEHEDINTI",13,"O",109924,"BAIA DE ARAMA",
27,"MEHEDINTI",13,"O",110116,"STREHAIA",
27,"MEHEDINTI",13,"O",110232,"VANJU MARE",
27,"MEHEDINTI",14,"C",110296,"BALA",
27,"MEHEDINTI",14,"C",110535,"BALACITA",
27,"MEHEDINTI",14,"C",110456,"BALTA",
27,"MEHEDINTI",14,"C",110571,"BACLES",
27,"MEHEDINTI",14,"C",110688,"BALVANESTI",
27,"MEHEDINTI",14,"C",110740,"BREZNITA MOTRU",
27,"MEHEDINTI",14,"C",110820,"BREZNITA OCOL",
27,"MEHEDINTI",14,"C",110875,"BROSTENI",
27,"MEHEDINTI",14,"C",110946,"BURILA MARE",
27,"MEHEDINTI",14,"C",111006,"BUTOIESTI",
27,"MEHEDINTI",14,"C",111097,"CAZANESTI",
27,"MEHEDINTI",14,"C",111220,"CIRESU",
27,"MEHEDINTI",14,"C",111275,"CORCOVA",
27,"MEHEDINTI",14,"C",111417,"CORLATEL",
27,"MEHEDINTI",14,"C",111444,"CUJMIR",
27,"MEHEDINTI",14,"C",111480,"DEVESEL",
27,"MEHEDINTI",14,"C",111550,"DARVARI",
27,"MEHEDINTI",14,"C",112904,"DUBOVA",
27,"MEHEDINTI",14,"C",111587,"DUMBRAVA",
27,"MEHEDINTI",14,"C",111685,"FLORESTI",
27,"MEHEDINTI",14,"C",111783,"GARLA MARE",
27,"MEHEDINTI",14,"C",111818,"GODEANU",
27,"MEHEDINTI",14,"C",111863,"GOGOSU",
27,"MEHEDINTI",14,"C",111916,"GRECI",
27,"MEHEDINTI",14,"C",111989,"GROZESTI",
27,"MEHEDINTI",14,"C",112030,"GRUIA",
27,"MEHEDINTI",14,"C",112076,"HINOVA",
27,"MEHEDINTI",14,"C",112129,"HUSNICIOARA",
27,"MEHEDINTI",14,"C",112245,"ESELNITA",
27,"MEHEDINTI",14,"C",112263,"ILOVAT",
27,"MEHEDINTI",14,"C",112334,"ILOVITA",
27,"MEHEDINTI",14,"C",112370,"ISVERNA",
27,"MEHEDINTI",14,"C",112469,"IZVORU BARZII",
